Country,Managed By,Fulfill Via,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Line Item Quantity,Line Item Value,Weight (Kilograms),Freight Cost (USD),Vendor,Line Item Insurance (USD),Line Item Insurance (USD,Delivery Year,Lead Time Days
rwanda,PMO - US,Direct Drop,Air,2009-02-27,2010-04-15,2010-10-10,2010-10-10,2010-10-10,21080,189720.0,1716.0,17074.8,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),371.85,371.85,2010,0
south africa,South Africa Field Office,Direct Drop,Truck,2013-03-18,,2013-04-16,2013-04-16,2013-04-16,64,987.12,,,S. BUYS WHOLESALER,1.22,1.22,2013,0
nigeria,PMO - US,Direct Drop,Air,2012-10-05,2012-10-16,2013-01-09,2013-03-20,2013-03-20,2880,256320.0,1249.0,26380.35,"Orgenics, Ltd",359.36,359.36,2013,70
south africa,PMO - US,Direct Drop,Truck,2009-05-07,2009-08-03,2009-10-08,2009-10-14,2009-10-14,1700,4270.78,,,S. BUYS WHOLESALER,8.37,8.37,2009,6
haiti,PMO - US,Direct Drop,Air,2009-11-03,2009-11-13,2010-06-18,2010-06-18,2010-06-18,300,2712.0,44.0,1075.54,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),5.85,5.85,2010,0
rwanda,PMO - US,Direct Drop,Air,2013-05-31,2013-06-13,2013-10-19,2013-10-19,2013-10-22,36,1800.0,,,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),2.23,2.23,2013,0
vietnam,PMO - US,Direct Drop,Air,2011-03-31,2011-04-14,2011-10-19,2011-10-19,2011-10-19,10000,60000.0,865.0,7878.43,HETERO LABS LIMITED,99.0,99.0,2011,0
rwanda,PMO - US,Direct Drop,Air,2011-11-30,2012-03-13,2012-05-23,2012-05-23,2012-05-23,768,4369.92,55.0,393.29,CIPLA LIMITED,6.13,6.13,2012,0
côte d'ivoire,PMO - US,Direct Drop,Air,2014-01-31,2014-03-03,2014-12-04,2014-12-04,2014-12-08,2500,50000.0,343.0,3978.49,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),51.4,51.4,2014,0
kenya,PMO - US,Direct Drop,Air,2009-09-16,2009-10-22,2010-01-11,2010-01-11,2010-01-11,1000,32000.0,347.0,4259.57,"Trinity Biotech, Plc",62.72,62.72,2010,0
vietnam,PMO - US,Direct Drop,Air,2011-04-21,2011-05-02,2011-07-26,2011-07-26,2011-07-26,33000,135300.0,,,STRIDES ARCOLAB LIMITED,223.24,223.24,2011,0
dominican republic,PMO - US,Direct Drop,Air,2012-12-17,2013-01-11,2013-08-10,2013-08-10,2013-08-10,412,13184.0,123.0,1375.8,"Trinity Biotech, Plc",16.31,16.31,2013,0
vietnam,PMO - US,Direct Drop,Air,2013-01-29,2013-02-06,2013-07-01,2013-07-01,2013-07-01,6900,56649.0,,,HETERO LABS LIMITED,70.07,70.07,2013,0
zambia,PMO - US,Direct Drop,Air,2014-08-19,2014-09-19,2015-03-11,2015-03-11,2015-03-31,1364,109120.0,553.0,7845.09,"Orgenics, Ltd",112.18,112.18,2015,0
uganda,PMO - US,Direct Drop,Air,2014-06-11,2014-06-23,2014-11-06,2014-11-06,2014-11-07,724,4300.56,82.0,1042.36,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),4.42,4.42,2014,0
ghana,PMO - US,Direct Drop,Ocean,2014-04-30,2014-07-08,2014-11-10,2014-11-10,2014-11-12,167716,535014.04,10803.0,24636.23,STRIDES ARCOLAB LIMITED,549.99,549.99,2014,0
south africa,PMO - US,Direct Drop,Ocean,2011-03-11,2011-03-30,2012-01-09,2012-01-09,2012-01-09,17337,160887.36,6680.0,3755.91,GLAXOSMITHKLINE EXPORT LIMITED,265.46,265.46,2012,0
côte d'ivoire,PMO - US,Direct Drop,Air,2013-04-18,2013-05-21,2014-01-31,2014-01-31,2014-02-03,1900,55100.0,763.0,7153.63,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",68.16,68.16,2014,0
uganda,PMO - US,Direct Drop,Ocean,2013-07-08,2013-07-30,2013-11-08,2013-11-08,2013-11-13,71348,227600.12,4334.0,8144.11,STRIDES ARCOLAB LIMITED,281.54,281.54,2013,0
"congo, drc",PMO - US,Direct Drop,Air,2014-04-23,2014-05-20,2014-09-05,2014-09-05,2014-09-16,2,64.0,,,"Trinity Biotech, Plc",0.07,0.07,2014,0
rwanda,PMO - US,Direct Drop,Air,2011-10-26,2011-11-11,2012-01-27,2012-01-27,2012-01-27,1395,10755.45,188.0,3035.87,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),17.75,17.75,2012,0
uganda,PMO - US,Direct Drop,Air,2013-05-17,2013-06-14,2013-08-16,2013-08-16,2013-08-16,60678,491491.8,8402.0,28304.85,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),607.98,607.98,2013,0
nigeria,PMO - US,Direct Drop,Air,2014-05-16,2014-06-02,2014-08-19,2014-09-09,2014-09-29,3154,280706.0,1279.0,19112.91,"Orgenics, Ltd",288.57,288.57,2014,21
south africa,PMO - US,Direct Drop,Truck,2010-04-30,2010-05-05,2010-05-12,2010-05-12,2010-05-12,200,9382.78,,,S. BUYS WHOLESALER,20.23,20.23,2010,0
south africa,PMO - US,Direct Drop,Truck,2013-07-11,2014-08-27,2014-08-27,2014-08-27,2014-08-27,23,502.94,,,S. BUYS WHOLESALER,0.62,0.62,2014,0
ethiopia,PMO - US,Direct Drop,Air,2011-01-13,2011-02-01,2011-05-04,2011-05-04,2011-05-04,1625,21125.0,111.0,1206.62,Aurobindo Pharma Limited,34.86,34.86,2011,0
vietnam,PMO - US,Direct Drop,Air,2014-04-08,2014-04-30,2014-10-30,2014-10-30,2014-11-04,10000,81000.0,,,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),83.27,83.27,2014,0
rwanda,PMO - US,Direct Drop,Air,2011-12-06,2011-12-13,2012-01-24,2012-01-24,2012-01-24,2800,14980.0,273.0,2964.49,Aurobindo Pharma Limited,21.0,21.0,2012,0
côte d'ivoire,PMO - US,Direct Drop,Air,2010-08-26,2010-09-16,2010-11-22,2010-11-22,2010-11-22,275,21367.5,64.0,2319.8,"Orgenics, Ltd",46.07,46.07,2010,0
liberia,PMO - US,Direct Drop,Air,2011-08-04,2011-08-18,2011-10-20,2011-10-20,2011-10-20,70,1400.0,25.0,648.95,"Standard Diagnostics, Inc.",2.31,2.31,2011,0
haiti,PMO - US,Direct Drop,Ocean,2013-08-21,2013-10-24,2014-05-09,2014-05-09,2014-05-12,2040,3080.4,820.0,2214.69,Aurobindo Pharma Limited,3.81,3.81,2014,0
guyana,PMO - US,Direct Drop,Air,2011-07-11,2011-07-27,2011-11-30,2011-11-30,2011-11-30,51,4192.2,99.0,1454.81,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),6.92,6.92,2011,0
south africa,PMO - US,Direct Drop,Truck,2013-07-11,2014-08-27,2014-08-27,2014-08-27,2014-08-27,34,932.3,,,S. BUYS WHOLESALER,1.15,1.15,2014,0
uganda,PMO - US,Direct Drop,Air,2013-10-23,2013-10-30,2014-03-04,2014-03-04,2014-03-05,188,5794.16,221.0,2553.06,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),5.96,5.96,2014,0
nigeria,PMO - US,Direct Drop,Air,2014-05-16,2014-06-02,2014-08-19,2014-08-27,2014-09-04,6340,564260.0,2571.0,37297.95,"Orgenics, Ltd",580.06,580.06,2014,8
uganda,PMO - US,Direct Drop,Air,2009-11-25,2009-12-02,2010-03-09,2010-03-09,2010-03-09,384,10018.56,40.0,990.07,EMCURE PHARMACEUTICALS LTD,19.64,19.64,2010,0
vietnam,PMO - US,Direct Drop,Air,2011-12-15,2012-01-16,2012-05-16,2012-05-16,2012-05-16,42392,597727.2,,,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),838.01,838.01,2012,0
south africa,PMO - US,Direct Drop,Truck,2014-04-30,2014-06-26,2014-06-25,2014-06-25,2014-06-25,2,44.13,,,PHARMACY DIRECT,0.05,0.05,2014,0
sudan,PMO - US,Direct Drop,Air,2011-02-05,2011-02-25,2011-04-23,2011-04-23,2011-04-23,132,4224.0,50.0,1595.38,"Trinity Biotech, Plc",6.97,6.97,2011,0
ghana,PMO - US,Direct Drop,Air,2014-03-24,2014-04-23,2014-07-17,2014-07-17,2014-07-17,47716,152214.04,3077.0,22734.92,STRIDES ARCOLAB LIMITED,156.48,156.48,2014,0
burundi,PMO - US,Direct Drop,Air,2012-02-17,2012-04-09,2012-06-05,2012-06-05,2012-06-05,23,563.5,21.0,1327.6,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",0.79,0.79,2012,0
ghana,PMO - US,Direct Drop,Air,2014-08-11,2014-09-25,2015-04-10,2015-04-10,2015-04-13,11022,21933.78,1976.0,12580.0,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),22.55,22.55,2015,0
zambia,PMO - US,Direct Drop,Air,2011-12-22,2012-01-24,2012-03-05,2012-03-05,2012-03-05,100000,735000.0,9389.0,51294.87,Aurobindo Pharma Limited,1030.47,1030.47,2012,0
dominican republic,PMO - US,Direct Drop,Air,2011-06-21,2011-08-04,2011-10-07,2011-10-07,2011-10-07,1000,92000.0,399.0,8776.57,"Orgenics, Ltd",151.8,151.8,2011,0
south africa,PMO - US,Direct Drop,Truck,2014-09-11,2015-03-09,2015-03-09,2015-03-09,2015-03-09,4,20.67,,,PHARMACY DIRECT,0.02,0.02,2015,0
nigeria,PMO - US,Direct Drop,Air,2014-12-08,2015-03-13,2015-06-30,2015-06-26,2015-07-02,4657,414473.0,2307.0,21672.24,"Orgenics, Ltd",487.83,487.83,2015,-4
south africa,PMO - US,Direct Drop,Truck,2014-09-11,2015-05-11,2015-05-12,2015-05-12,2015-05-12,9,143.1,,,PHARMACY DIRECT,0.15,0.15,2015,0
south africa,South Africa Field Office,Direct Drop,Truck,2013-03-18,,2013-04-16,2013-04-16,2013-04-16,91,2074.51,,,S. BUYS WHOLESALER,2.57,2.57,2013,0
vietnam,PMO - US,Direct Drop,Air,2009-10-20,2009-11-13,2010-03-17,2010-03-17,2010-03-17,24612,35687.4,4762.0,17541.06,Aurobindo Pharma Limited,69.95,69.95,2010,0
south africa,PMO - US,Direct Drop,Air,2010-03-18,2010-03-19,2010-08-24,2010-09-20,2010-09-20,33711,85288.83,1810.0,2016.42,Aurobindo Pharma Limited,183.88,183.88,2010,27
haiti,PMO - US,Direct Drop,Ocean,2013-01-30,2013-03-07,2013-07-25,2013-07-25,2013-07-25,30096,247088.16,4278.0,7567.99,HETERO LABS LIMITED,305.65,305.65,2013,0
cameroon,PMO - US,Direct Drop,Air,2013-08-19,2013-08-23,2013-11-07,2013-11-07,2013-11-08,32426,150780.9,3234.0,26980.59,Aurobindo Pharma Limited,186.52,186.52,2013,0
south africa,PMO - US,Direct Drop,Truck,2014-09-11,2014-10-09,2015-07-24,2015-07-24,2015-07-24,7,126.22,,,PHARMACY DIRECT,0.13,0.13,2015,0
côte d'ivoire,PMO - US,Direct Drop,Air,2010-02-02,2010-02-03,2010-03-05,2010-03-05,2010-03-05,1461,29950.5,154780.0,1664.12,Aurobindo Pharma Limited,64.57,64.57,2010,0
rwanda,PMO - US,Direct Drop,Air,2012-05-16,2012-06-01,2012-06-29,2012-06-29,2012-06-29,1467,29340.0,114.0,4822.01,Aurobindo Pharma Limited,41.13,41.13,2012,0
kenya,PMO - US,Direct Drop,Air,2010-09-27,2010-11-22,2011-02-10,2011-02-10,2011-02-10,1,89.0,1370.0,14515.01,"Orgenics, Ltd",0.19,0.19,2011,0
haiti,PMO - US,Direct Drop,Ocean,2013-02-07,2013-03-22,2013-09-02,2013-09-02,2013-09-02,1393,6407.8,,,Aurobindo Pharma Limited,7.93,7.93,2013,0
rwanda,PMO - US,Direct Drop,Air,2014-02-05,2014-02-28,2014-04-04,2014-04-04,2014-04-22,924,1755.6,45.0,1411.52,MICRO LABS LIMITED,1.8,1.8,2014,0
tanzania,PMO - US,Direct Drop,Air,2010-12-27,2011-05-02,2011-06-27,2011-06-27,2011-06-27,10000,200000.0,3334.0,23489.63,"Standard Diagnostics, Inc.",330.0,330.0,2011,0
south africa,PMO - US,Direct Drop,Truck,2010-04-19,2010-04-21,2010-05-31,2010-05-31,2010-05-31,10,164.62,,,S. BUYS WHOLESALER,0.35,0.35,2010,0
côte d'ivoire,PMO - US,Direct Drop,Air,2012-12-14,2013-01-15,2013-06-04,2013-06-04,2013-06-04,2945,235600.0,1280.0,125.42,"Orgenics, Ltd",291.44,291.44,2013,0
south africa,PMO - US,Direct Drop,Truck,2013-07-11,2014-08-29,2014-08-29,2014-08-29,2014-08-29,135,3650.16,,,S. BUYS WHOLESALER,4.52,4.52,2014,0
nigeria,PMO - US,Direct Drop,Air,2013-08-13,2013-10-15,2014-01-24,2014-01-24,2014-02-05,31842,1018944.0,9312.0,77833.24,"Trinity Biotech, Plc",1260.43,1260.43,2014,0
tanzania,PMO - US,Direct Drop,Air,2011-06-24,2011-07-14,2011-10-05,2011-10-05,2011-10-05,450,14400.0,149.0,2242.31,"Trinity Biotech, Plc",23.76,23.76,2011,0
kenya,PMO - US,Direct Drop,Air,2010-09-27,2010-11-22,2011-02-10,2011-02-10,2011-02-10,2849,253561.0,783.0,9162.21,"Orgenics, Ltd",546.68,546.68,2011,0
mali,PMO - US,Direct Drop,Air,2013-12-16,2014-01-22,2014-03-19,2014-03-19,2014-03-24,431,34480.0,186.0,5346.38,"Orgenics, Ltd",35.45,35.45,2014,0
south africa,PMO - US,Direct Drop,Ocean,2010-08-31,2010-09-24,2010-12-08,2010-12-08,2010-12-08,77143,565458.19,3894.0,3161.68,Aurobindo Pharma Limited,1219.13,1219.13,2010,0
guyana,PMO - US,Direct Drop,Air,2012-01-17,2012-04-09,2012-06-18,2012-06-18,2012-06-18,300,30000.0,137.0,3825.21,"Orgenics, Ltd",42.06,42.06,2012,0
zambia,PMO - US,Direct Drop,Air,2011-08-31,2011-09-19,2012-08-16,2012-08-16,2012-08-16,7280,232960.0,2391.0,25818.23,"Trinity Biotech, Plc",384.38,384.38,2012,0
south africa,PMO - US,Direct Drop,Truck,2010-04-19,2010-04-21,2010-06-04,2010-06-04,2010-06-04,200,1213.75,,,S. BUYS WHOLESALER,2.62,2.62,2010,0
tanzania,PMO - US,Direct Drop,Air,2012-07-31,2012-10-04,2012-12-07,2012-12-07,2012-12-07,2744,219520.0,1303.0,22223.95,"Orgenics, Ltd",307.77,307.77,2012,0
tanzania,PMO - US,Direct Drop,Air,2013-08-23,2013-09-09,2013-11-21,2013-11-21,2013-11-21,19000,216600.0,1909.0,9612.49,Aurobindo Pharma Limited,267.93,267.93,2013,0
nigeria,PMO - US,Direct Drop,Air,2013-06-10,2013-07-10,2013-11-07,2013-11-08,2013-11-17,3038,270382.0,1234.0,21084.84,"Orgenics, Ltd",334.46,334.46,2013,1
ethiopia,PMO - US,Direct Drop,Air,2012-01-10,2012-01-23,2012-04-25,2012-04-25,2012-04-25,165,5280.0,138.0,794.72,"Trinity Biotech, Plc",7.4,7.4,2012,0
haiti,PMO - US,Direct Drop,Ocean,2013-02-07,2013-03-22,2013-09-02,2013-09-02,2013-09-02,1932,2762.76,,,Aurobindo Pharma Limited,3.42,3.42,2013,0
south africa,PMO - US,Direct Drop,Ocean,2011-03-10,2011-03-24,2012-01-04,2012-01-04,2012-01-04,6155,91894.15,590.0,146.5,Aurobindo Pharma Limited,151.63,151.63,2012,0
uganda,PMO - US,Direct Drop,Air,2011-10-18,2011-11-02,2012-02-14,2012-02-14,2012-02-14,231,21136.5,23.0,250.0,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),34.88,34.88,2012,0
south africa,PMO - US,Direct Drop,Truck,2010-04-30,2010-05-05,2010-05-14,2010-05-14,2010-05-14,40,656.64,,,S. BUYS WHOLESALER,1.42,1.42,2010,0
zambia,PMO - US,Direct Drop,Air,2013-01-08,2013-01-23,2013-06-05,2013-06-06,2013-06-06,2910,232800.0,2910.0,21684.99,"Orgenics, Ltd",287.97,287.97,2013,1
côte d'ivoire,PMO - US,Direct Drop,Air,2014-01-31,2014-03-03,2014-04-16,2014-04-16,2014-04-29,600,18492.0,554.0,5848.39,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),19.01,19.01,2014,0
south africa,PMO - US,Direct Drop,Ocean,2011-03-10,2011-03-28,2011-12-07,2011-12-07,2011-12-07,9960,20517.6,3670.0,9021.5,CIPLA LIMITED,33.85,33.85,2011,0
south africa,PMO - US,Direct Drop,Truck,2009-10-08,2009-10-15,2009-10-19,2009-10-19,2009-10-19,140,3996.98,,,S. BUYS WHOLESALER,7.83,7.83,2009,0
côte d'ivoire,PMO - US,Direct Drop,Air,2014-01-22,2014-02-26,2014-10-07,2014-10-07,2014-10-09,1470,117600.0,595.0,7651.46,"Orgenics, Ltd",120.89,120.89,2014,0
south africa,PMO - US,Direct Drop,Truck,2009-12-17,2009-12-23,2009-12-29,2009-12-29,2009-12-29,120,866.06,,,S. BUYS WHOLESALER,1.87,1.87,2009,0
vietnam,PMO - US,Direct Drop,Air,2014-10-24,2014-10-30,2015-03-10,2015-03-10,2015-03-10,5600,10080.0,606.0,1328.13,HETERO LABS LIMITED,11.86,11.86,2015,0
zambia,PMO - US,Direct Drop,Air,2011-08-31,2011-09-22,2011-12-20,2011-12-20,2011-12-20,2884,230720.0,1374.0,25052.44,"Orgenics, Ltd",380.69,380.69,2011,0
guyana,PMO - US,Direct Drop,Air,2010-04-15,2010-06-21,2010-10-06,2010-10-06,2010-10-06,1686,53952.0,564.0,5806.53,"Trinity Biotech, Plc",116.32,116.32,2010,0
south africa,South Africa Field Office,Direct Drop,Truck,2013-03-18,,2013-04-16,2013-04-16,2013-04-16,545,13007.18,,,S. BUYS WHOLESALER,16.09,16.09,2013,0
ethiopia,PMO - US,Direct Drop,Ocean,2011-01-26,2011-02-15,2011-09-21,2011-09-21,2011-09-21,13703,460420.8,3476.0,11729.82,Aurobindo Pharma Limited,759.69,759.69,2011,0
"congo, drc",PMO - US,Direct Drop,Air,2015-03-10,2015-03-16,2015-07-02,2015-07-02,2015-07-30,40,1280.0,,,"Trinity Biotech, Plc",1.51,1.51,2015,0
south sudan,PMO - US,Direct Drop,Air,2014-12-29,2015-02-20,2015-07-02,2015-07-07,2015-07-07,15,75.0,,,"Orgenics, Ltd",0.09,0.09,2015,5
south africa,PMO - US,Direct Drop,Truck,2013-11-14,2013-12-02,2014-01-13,2014-01-13,2014-01-13,446,10825.73,,,S. BUYS WHOLESALER,11.13,11.13,2014,0
south africa,PMO - US,Direct Drop,Truck,2014-09-11,2014-11-28,2014-11-28,2014-11-28,2014-11-28,11,240.14,,,PHARMACY DIRECT,0.25,0.25,2014,0
lesotho,PMO - US,Direct Drop,Air,2014-03-24,2014-04-02,2014-05-07,2014-05-07,2014-05-09,2500,80000.0,,,"Trinity Biotech, Plc",82.24,82.24,2014,0
south africa,South Africa Field Office,Direct Drop,Truck,2013-03-18,,2013-04-16,2013-04-16,2013-04-16,220,7811.75,,,S. BUYS WHOLESALER,9.66,9.66,2013,0
south sudan,PMO - US,Direct Drop,Air,2013-07-18,2013-08-05,2014-01-24,2014-01-24,2014-01-24,350,31150.0,,,"Orgenics, Ltd",38.53,38.53,2014,0
nigeria,PMO - US,Direct Drop,Air,2012-06-11,2012-06-26,2012-12-12,2012-12-12,2012-12-12,37927,853357.5,5059.0,25732.17,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),1196.41,1196.41,2012,0
zambia,PMO - US,Direct Drop,Ocean,2013-06-27,2013-08-19,2014-02-25,2014-02-25,2014-02-25,77654,916317.2,8725.0,54417.75,Aurobindo Pharma Limited,1133.48,1133.48,2014,0
haiti,PMO - US,Direct Drop,Air,2012-04-20,2012-08-03,2012-10-04,2012-10-04,2012-10-04,48,960.0,4.0,970.79,Aurobindo Pharma Limited,1.35,1.35,2012,0
vietnam,PMO - US,Direct Drop,Air,2010-03-15,2010-03-31,2010-08-02,2010-08-02,2010-08-02,20,6137.6,57.0,5795.92,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),13.23,13.23,2010,0
south africa,PMO - US,Direct Drop,Truck,2013-10-08,2013-12-02,2014-02-06,2014-02-06,2014-02-06,94,6070.54,,,S. BUYS WHOLESALER,7.51,7.51,2014,0
vietnam,PMO - US,Direct Drop,Air,2014-12-05,2014-12-18,2015-03-31,2015-03-31,2015-03-31,9000,547200.0,2235.0,5134.12,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),644.05,644.05,2015,0
south africa,PMO - US,Direct Drop,Air,2010-03-18,2010-03-19,2010-06-01,2010-06-04,2010-06-04,54000,252180.0,4568.0,6105.79,Aurobindo Pharma Limited,543.7,543.7,2010,3
vietnam,PMO - US,Direct Drop,Air,2009-08-10,2009-08-12,2009-10-01,2009-10-01,2009-10-01,1400,115080.0,209.0,954.38,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),225.56,225.56,2009,0
vietnam,PMO - US,Direct Drop,Air,2011-12-15,2012-01-13,2012-06-20,2012-06-20,2012-06-20,300,2100.0,81.0,541.75,LAWRENCE LABORATORIES (SUBSIDIARY OF BRISTOL MYERS SQUIBB),2.94,2.94,2012,0
namibia,PMO - US,Direct Drop,Air,2014-07-30,2014-08-19,2014-09-29,2014-09-29,2014-09-30,36000,378000.0,4171.0,20371.77,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),388.58,388.58,2014,0
south africa,South Africa Field Office,Direct Drop,Truck,2013-03-18,,2013-04-16,2013-04-16,2013-04-16,53,1337.93,,,S. BUYS WHOLESALER,1.66,1.66,2013,0
south africa,PMO - US,Direct Drop,Air,2010-08-31,2010-11-19,2011-02-09,2011-03-17,2011-03-17,12000,120240.0,,12474.06,ASPEN PHARMACARE,259.24,259.24,2011,36
guyana,PMO - US,Direct Drop,Air,2012-07-16,2012-07-27,2012-10-19,2012-10-19,2012-10-19,954,22896.0,243.0,2492.47,Aurobindo Pharma Limited,32.1,32.1,2012,0
tanzania,PMO - US,Direct Drop,Air,2011-01-27,2011-04-14,2011-06-27,2011-06-27,2011-06-27,772,18273.24,,,LAWRENCE LABORATORIES (SUBSIDIARY OF BRISTOL MYERS SQUIBB),30.15,30.15,2011,0
haiti,PMO - US,Direct Drop,Air,2010-10-07,2010-11-01,2010-12-21,2010-12-21,2010-12-21,2500,244200.0,568.0,5631.87,"Orgenics, Ltd",526.5,526.5,2010,0
côte d'ivoire,PMO - US,Direct Drop,Air,2014-12-17,2015-03-13,2015-05-20,2015-05-20,2015-05-20,5750,460000.0,3374.0,24821.13,"Orgenics, Ltd",541.42,541.42,2015,0
south africa,PMO - US,Direct Drop,Ocean,2010-06-02,2010-06-17,2011-02-01,2011-02-01,2011-02-01,32083,144694.33,2808.0,630.5,Aurobindo Pharma Limited,311.96,311.96,2011,0
mozambique,PMO - US,Direct Drop,Air,2012-09-12,2012-10-10,2012-12-24,2012-12-24,2012-12-24,23,736.0,8.0,558.46,"Trinity Biotech, Plc",1.03,1.03,2012,0
south africa,PMO - US,Direct Drop,Truck,2013-07-11,2014-08-27,2014-08-27,2014-08-27,2014-08-27,14,472.13,,,S. BUYS WHOLESALER,0.58,0.58,2014,0
tanzania,PMO - US,Direct Drop,Air,2012-09-13,2012-10-04,2012-12-31,2012-12-31,2012-12-31,1568,125440.0,678.0,12950.74,"Orgenics, Ltd",175.87,175.87,2012,0
south africa,PMO - US,Direct Drop,Truck,2014-09-11,2014-10-09,2015-08-24,2015-08-24,2015-08-24,47,857.74,,,PHARMACY DIRECT,0.88,0.88,2015,0
south africa,PMO - US,Direct Drop,Air,2010-03-18,2010-03-19,2010-10-13,2010-10-13,2010-10-13,72558,567403.56,4942.0,3646.13,CIPLA LIMITED,1223.32,1223.32,2010,0
rwanda,PMO - US,Direct Drop,Air,2011-10-26,2011-11-09,2012-03-30,2012-03-30,2012-03-30,754,9802.0,,,Aurobindo Pharma Limited,16.17,16.17,2012,0
mozambique,PMO - US,Direct Drop,Air,2012-10-18,2012-11-06,2013-03-20,2013-03-20,2013-03-20,2928,234240.0,1325.0,13303.36,"Orgenics, Ltd",289.75,289.75,2013,0
nigeria,PMO - US,Direct Drop,Air,2014-08-13,2014-08-29,2015-08-05,2015-08-05,2015-08-10,11440,205920.0,,,EMCURE PHARMACEUTICALS LTD,211.69,211.69,2015,0
mozambique,PMO - US,Direct Drop,Air,2013-10-15,2013-11-13,2014-05-02,2014-05-30,2014-05-30,5102,408160.0,3543.0,13789.73,"Orgenics, Ltd",419.59,419.59,2014,28
tanzania,PMO - US,Direct Drop,Air,2014-02-03,2014-03-05,2014-07-15,2014-07-15,2014-08-12,350,28000.0,144.0,2631.39,"Orgenics, Ltd",28.78,28.78,2014,0
south africa,PMO - US,Direct Drop,Truck,2009-12-17,2009-12-23,2009-12-28,2009-12-28,2009-12-28,3200,19098.79,,,S. BUYS WHOLESALER,41.18,41.18,2009,0
south africa,PMO - US,Direct Drop,Truck,2014-10-29,2014-12-10,2014-12-10,2014-12-10,2014-12-10,77,1608.43,,,S. BUYS WHOLESALER,1.89,1.89,2014,0
nigeria,PMO - US,Direct Drop,Air,2009-11-19,2009-12-22,2010-05-21,2010-05-21,2010-05-21,11,1062.3,6.0,2502.05,Hoffmann-La Roche ltd Basel,2.29,2.29,2010,0
vietnam,PMO - US,Direct Drop,Air,2014-02-06,2014-03-10,2014-06-06,2014-06-06,2014-06-07,6600,14850.0,657.0,1192.25,Aurobindo Pharma Limited,15.27,15.27,2014,0
south africa,PMO - US,Direct Drop,Air,2010-03-18,2010-03-19,2010-06-09,2010-06-09,2010-06-09,38400,112128.0,4528.0,6369.79,Aurobindo Pharma Limited,241.75,241.75,2010,0
kenya,PMO - US,Direct Drop,Air,2010-07-23,2010-08-04,2010-09-20,2010-09-20,2010-09-20,1515,48480.0,518.0,4851.0,"Trinity Biotech, Plc",104.52,104.52,2010,0
south africa,South Africa Field Office,Direct Drop,Truck,2013-03-18,,2013-04-16,2013-04-16,2013-04-16,1021,7656.67,,,S. BUYS WHOLESALER,9.47,9.47,2013,0
côte d'ivoire,PMO - US,Direct Drop,Air,2011-09-05,2011-10-10,2012-03-09,2012-03-09,2012-03-09,2080,58240.0,316.0,3095.28,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),96.1,96.1,2012,0
malawi,PMO - US,Direct Drop,Air,2013-08-01,2013-09-04,2013-10-30,2013-10-30,2013-11-14,260,20800.0,109.0,2384.79,"Orgenics, Ltd",25.73,25.73,2013,0
uganda,PMO - US,Direct Drop,Air,2013-08-19,2013-08-22,2014-01-22,2014-01-22,2014-02-21,8215,110820.35,805.0,1003.18,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),137.08,137.08,2014,0
south africa,PMO - US,Direct Drop,Air,2010-03-18,2010-03-19,2010-06-11,2010-06-11,2010-06-11,67120,169813.6,3230.0,4116.81,Aurobindo Pharma Limited,366.12,366.12,2010,0
kenya,PMO - US,Direct Drop,Air,2012-07-12,2012-11-06,2013-02-28,2013-02-28,2013-02-28,7435,661715.0,1479.0,91.67,"Orgenics, Ltd",927.72,927.72,2013,0
nigeria,PMO - US,Direct Drop,Air,2013-08-13,2013-11-01,2013-12-23,2013-12-10,2013-12-16,5983,532487.0,2425.0,39069.63,"Orgenics, Ltd",658.69,658.69,2013,-13
